Cara Pengadaan,Jenis Pengadaan,Kode RUP,Metode Pengadaan,Nama Instansi,Nama Paket,Nama Satuan Kerja,Produk Dalam Negeri,Sumber Dana,Tahun Anggaran,Total Nilai (Rp)
Penyedia,Jasa Lainnya,66573648,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66098053,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Rawa Jaya, Kepulauan Riau",BADAN GIZI NASIONAL,Ya,APBN,2026,2497070950
Penyedia,Barang,64264830,Pengadaan Langsung,BADAN GIZI NASIONAL,Makan Rapat Biasa D.K.I.  JAKARTA,BADAN GIZI NASIONAL,Ya,APBN,2026,3648000
Penyedia,Jasa Lainnya,64158253,Pengadaan Langsung,BADAN GIZI NASIONAL,Pelatihan Perpajakan,BADAN GIZI NASIONAL,Ya,APBN,2026,50000000
Penyedia,Jasa Lainnya,66098573,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Tanjung, Jawa Barat",BADAN GIZI NASIONAL,Ya,APBN,2026,1649188912
Penyedia,Jasa Lainnya,66229999,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66121193,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Parang, Jawa Tengah",BADAN GIZI NASIONAL,Ya,APBN,2026,3561489113
Penyedia,Jasa Lainnya,66573645,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,65650176,Pengadaan Langsung,BADAN GIZI NASIONAL,Penyusunan SBKU dan SBKK BGN 2027,BADAN GIZI NASIONAL,Ya,APBN,2026,100000000
Penyedia,Jasa Konsultansi,66405078,Pengadaan Langsung,BADAN GIZI NASIONAL,Tenaga Ahli atau Lembaga Konsultan dalam rangka Manajemen Talenta,BADAN GIZI NASIONAL,Ya,APBN,2026,170178000
Penyedia,Jasa Lainnya,66629404,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66626993,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,63245129,Dikecualikan,BADAN GIZI NASIONAL,Paket Meeting Fullboard,BADAN GIZI NASIONAL,Ya,APBN,2026,263340000
Penyedia,Jasa Lainnya,66574570,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66608553,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66228282,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66229467,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66574320,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,64264888,Pengadaan Langsung,BADAN GIZI NASIONAL,Sewa Gedung Pertemuan (Papua Selatan),BADAN GIZI NASIONAL,Ya,APBN,2026,66150000
Penyedia,Jasa Lainnya,66129890,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Mandala, Jawa Timur",BADAN GIZI NASIONAL,Ya,APBN,2026,2576128180
Penyedia,Jasa Lainnya,64265015,Pengadaan Langsung,BADAN GIZI NASIONAL,Sewa Kendaraan Roda 4 (Sumatra Utara),BADAN GIZI NASIONAL,Ya,APBN,2026,29280000
Penyedia,Jasa Lainnya,64158273,Pengadaan Langsung,BADAN GIZI NASIONAL,Snack Rapat,BADAN GIZI NASIONAL,Ya,APBN,2026,12000000
Penyedia,Jasa Lainnya,63440731,Pengadaan Langsung,BADAN GIZI NASIONAL,Dashboard Pelayanan PBJ Terpadu Satu Pintu,BADAN GIZI NASIONAL,Ya,APBN,2026,100000000
Penyedia,Jasa Lainnya,64264892,Pengadaan Langsung,BADAN GIZI NASIONAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon I  II (D.K.I.  Jakarta),BADAN GIZI NASIONAL,Ya,APBN,2026,28287000
Penyedia,Jasa Lainnya,64264957,Dikecualikan,BADAN GIZI NASIONAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Board di Luar Kantor - Pejabat Eselon III ke bawah (D.K.I.  Jakarta),BADAN GIZI NASIONAL,Ya,APBN,2026,1197000000
Penyedia,Jasa Lainnya,66628796,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66629386,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66226732,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,63628008,E-Purchasing,BADAN GIZI NASIONAL,Paket Pengadaan Laptop 14 inch Badan Gizi Nasional Tahun Anggaran 2026,BADAN GIZI NASIONAL,Ya,APBN,2026,14800000000
Penyedia,Barang,64824150,Pengadaan Langsung,BADAN GIZI NASIONAL,Cetak Dokumen Laporan,BADAN GIZI NASIONAL,Ya,APBN,2026,1250000
Penyedia,Barang,63430296,Penunjukan Langsung,BADAN GIZI NASIONAL,Belanja Sewa,BADAN GIZI NASIONAL,Ya,APBN,2026,593000
Penyedia,Jasa Lainnya,66574527,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,65650178,Pengadaan Langsung,BADAN GIZI NASIONAL,Penyusunan Analis Jabatan Fungsional Analis Anggaran di Biro Manajemen Kinerja,BADAN GIZI NASIONAL,Ya,APBN,2026,80000000
Penyedia,Barang,64153534,Pengadaan Langsung,BADAN GIZI NASIONAL,Seminar Kit Dalam Rangka Finalisasi Rencana Aksi,BADAN GIZI NASIONAL,Ya,APBN,2026,9000000
Penyedia,Jasa Lainnya,66229851,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66228494,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,65651241,Dikecualikan,BADAN GIZI NASIONAL,Fullboard Meeting,BADAN GIZI NASIONAL,Ya,APBN,2026,59950000
Penyedia,Jasa Lainnya,66094965,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Tanjung Peranap, Riau",BADAN GIZI NASIONAL,Ya,APBN,2026,2040476000
Penyedia,Jasa Lainnya,64265104,Pengadaan Langsung,BADAN GIZI NASIONAL,Sewa Gedung Pertemuan (Jawa  Barat),BADAN GIZI NASIONAL,Ya,APBN,2026,229608000
Penyedia,Jasa Lainnya,64158254,Pengadaan Langsung,BADAN GIZI NASIONAL,Makan Rapat (30 or x 5 KL),BADAN GIZI NASIONAL,Ya,APBN,2026,8550000
Penyedia,Jasa Lainnya,66574547,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66574598,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,63430333,Penunjukan Langsung,BADAN GIZI NASIONAL,Belanja Bahan,BADAN GIZI NASIONAL,Ya,APBN,2026,29215000
Penyedia,Barang,63326764,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Bahan Konsumsi Snack dan Makan Rapat di Kantor,BADAN GIZI NASIONAL,Ya,APBN,2026,16200000
Penyedia,Jasa Lainnya,66229238,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66578564,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Swakelola,-,41973929,-,BADAN GIZI NASIONAL,Pengelolaan akuntabilitas kinerja dan tata kelola pemerintahan Deputi Bidang Sistem dan Tata Kelola,BADAN GIZI NASIONAL,Tidak,APBN,2026,2057097000
Penyedia,Jasa Lainnya,66432449,Pengadaan Langsung,BADAN GIZI NASIONAL,Orientasi PPPK BGN Tahap II,BADAN GIZI NASIONAL,Ya,APBN,2026,128625000
Penyedia,Jasa Lainnya,64264999,Pengadaan Langsung,BADAN GIZI NASIONAL,Sewa Gedung Pertemuan (Sumatra Selatan),BADAN GIZI NASIONAL,Ya,APBN,2026,165360000
Penyedia,Jasa Lainnya,66821243,E-Purchasing,BADAN GIZI NASIONAL,Penyelenggaraan Kegiatan Rapat dalam rangka Sosialisasi Pedoman Teknis Tata Kelola Program Makan Bergizi Gratis di Wilayah Terpencil,BADAN GIZI NASIONAL,Ya,APBN,2026,1200000000
Penyedia,Jasa Lainnya,66097936,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Perhentian Sungkai, Riau",BADAN GIZI NASIONAL,Ya,APBN,2026,1888177500
Penyedia,Jasa Lainnya,64264811,E-Purchasing,BADAN GIZI NASIONAL,Biaya Paket Kegiatan Rapat/Pertemuan Full Day di Luar Kantor - Pejabat Eselon I  II (D.K.I.  Jakarta),BADAN GIZI NASIONAL,Ya,APBN,2026,16008000
Penyedia,Jasa Lainnya,66573437,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Swakelola,-,41973855,-,BADAN GIZI NASIONAL,monitoring dan evaluasi,BADAN GIZI NASIONAL,Tidak,APBN,2026,3125170000
Penyedia,Jasa Lainnya,66574034,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66626946,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,64265080,E-Purchasing,BADAN GIZI NASIONAL,Belanja Bahan,BADAN GIZI NASIONAL,Ya,APBN,2026,170400000
Penyedia,Jasa Lainnya,66581410,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,63538107,E-Purchasing,BADAN GIZI NASIONAL,Seminar Kit,BADAN GIZI NASIONAL,Ya,APBN,2026,18362000
Penyedia,Jasa Lainnya,66080004,Dikecualikan,BADAN GIZI NASIONAL,Belanja Paket Meeting Fullboard Dalam Rangka Sosialisasi dan Koordinasi Pengelolaan SP4N LAPOR! 2026,BADAN GIZI NASIONAL,Ya,APBN,2026,125000000
Penyedia,Jasa Lainnya,66628613,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66577284,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,65096337,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Bahan,BADAN GIZI NASIONAL,Ya,APBN,2026,629160000
Penyedia,Jasa Lainnya,66608462,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,65096334,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Bahan,BADAN GIZI NASIONAL,Ya,APBN,2026,1072717000
Swakelola,-,41973826,-,BADAN GIZI NASIONAL,monitoring dan evaluasi,BADAN GIZI NASIONAL,Tidak,APBN,2026,507143000
Penyedia,Barang,64264980,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Bahan,BADAN GIZI NASIONAL,Ya,APBN,2026,85500000
Penyedia,Jasa Lainnya,63440728,E-Purchasing,BADAN GIZI NASIONAL,Belanja Sewa Kendaraan Kegiatan Insidentil,BADAN GIZI NASIONAL,Ya,APBN,2026,22500000
Penyedia,Jasa Lainnya,66627845,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,64824133,Pengadaan Langsung,BADAN GIZI NASIONAL,Konsumsi Makan Rapat Pelaksanaan,BADAN GIZI NASIONAL,Ya,APBN,2026,27360000
Penyedia,Jasa Konsultansi,63430294,Seleksi,BADAN GIZI NASIONAL,Belanja Jasa Konsultan,BADAN GIZI NASIONAL,Ya,APBN,2026,1550000000
Penyedia,Jasa Lainnya,66577334,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Barang,63430074,Penunjukan Langsung,BADAN GIZI NASIONAL,Belanja Sewa,BADAN GIZI NASIONAL,Ya,APBN,2026,26575000
Penyedia,Jasa Lainnya,66095352,Dikecualikan,BADAN GIZI NASIONAL,"Sewa SPPG Terpencil di Desa Kuala Merbau, Riau",BADAN GIZI NASIONAL,Ya,APBN,2026,1962456340
Penyedia,Jasa Lainnya,66627942,Pengadaan Langsung,BADAN GIZI NASIONAL,Belanja Jasa Lainnya penyelenggaraan Kegiatan Sosialisasi Badan Gizi Nasional bersama Komisi IX DPR RI di 38 Provinsi,BADAN GIZI NASIONAL,Ya,APBN,2026,200000000
Penyedia,Jasa Lainnya,66428191,Pengadaan Langsung,BADAN GIZI NASIONAL,Paket Meeting Fullboard Dalam Kota ASN Berakhlak,BADAN GIZI NASIONAL,Ya,APBN,2026,239400000
